gender,age_group,citizenship,parental_education,region,has_computer_at_home,school_track,academic_performance,residence_zone,language_home,repeated_years,absences_last_year,age,foreign_background,dropout
Female,18-24,Italy,ISCED_3_4,South,No,General,Low,Urban,Italian,1,12,22,No,No
Male,14-17,Italy,ISCED_0_2,North,Yes,General,Low,Rural,Italian,0,8,16,Yes,Yes
Female,14-17,Italy,ISCED_3_4,Center,Yes,Vocational,Medium,Urban,Italian,1,8,15,No,No
Female,14-17,Italy,ISCED_3_4,South,Yes,Technical,Low,Urban,Other,1,8,14,Yes,Yes
Male,18-24,Italy,ISCED_3_4,South,Yes,General,Medium,Urban,Italian,0,15,24,No,No
Female,14-17,Italy,ISCED_3_4,South,Yes,General,Low,Urban,Italian,1,7,15,No,No
Male,18-24,Italy,ISCED_5_6,South,Yes,Vocational,High,Urban,Italian,1,7,20,No,No
Male,18-24,Italy,ISCED_5_6,South,No,Vocational,High,Urban,Italian,0,7,20,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Technical,Medium,Urban,Italian,0,6,19,No,No
Female,14-17,Morocco,ISCED_3_4,North,Yes,Technical,Medium,Urban,Italian,0,7,14,Yes,No
Male,14-17,Italy,ISCED_3_4,North,Yes,Technical,Medium,Rural,Italian,0,8,14,Yes,No
Male,18-24,Italy,ISCED_5_6,North,Yes,Vocational,Medium,Urban,Italian,2,13,22,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Vocational,Medium,Urban,Italian,0,10,18,No,No
Female,18-24,Italy,ISCED_0_2,Center,Yes,General,Medium,Rural,Italian,0,9,20,No,No
Female,18-24,Italy,ISCED_0_2,North,Yes,Vocational,High,Urban,Italian,0,10,22,No,No
Male,14-17,Italy,ISCED_3_4,South,Yes,General,High,Urban,Italian,0,7,14,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,General,Medium,Urban,Italian,2,5,24,No,No
Female,18-24,Italy,ISCED_5_6,North,Yes,Technical,Medium,Urban,Italian,1,11,24,No,No
Male,14-17,Italy,ISCED_0_2,Center,Yes,Technical,Low,Urban,Italian,0,11,15,No,No
Male,18-24,Italy,ISCED_3_4,South,No,Vocational,Low,Urban,Italian,0,12,20,No,Yes
Male,18-24,Italy,ISCED_5_6,South,Yes,General,Medium,Urban,Other,0,7,21,No,No
Male,18-24,Italy,ISCED_5_6,South,Yes,Technical,Low,Urban,Italian,0,7,19,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Vocational,High,Urban,Other,0,10,19,No,No
Male,18-24,Italy,ISCED_3_4,Center,Yes,Vocational,Low,Rural,Italian,0,5,18,No,No
Male,18-24,Morocco,ISCED_3_4,North,Yes,General,Medium,Urban,Italian,2,12,22,Yes,Yes
Female,14-17,Other Non-EU,ISCED_5_6,North,No,General,Medium,Urban,Other,0,10,17,Yes,No
Male,18-24,Italy,ISCED_0_2,Center,Yes,Technical,Medium,Urban,Italian,1,15,22,No,No
Female,18-24,Italy,ISCED_5_6,North,Yes,General,Medium,Rural,Italian,0,8,24,No,No
Female,14-17,Italy,ISCED_3_4,North,Yes,Vocational,High,Urban,Italian,0,14,16,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Vocational,Medium,Urban,Other,1,16,18,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,General,Medium,Rural,Other,0,5,22,No,No
Male,18-24,Morocco,ISCED_3_4,North,Yes,General,Low,Urban,Italian,1,12,24,Yes,No
Female,18-24,Albania,ISCED_3_4,North,Yes,General,Medium,Rural,Italian,0,11,23,Yes,No
Male,18-24,Italy,ISCED_0_2,North,Yes,Vocational,High,Urban,Italian,0,9,21,No,No
Male,14-17,Italy,ISCED_3_4,North,Yes,General,Medium,Urban,Italian,1,3,15,No,Yes
Male,14-17,Italy,ISCED_5_6,South,Yes,Technical,High,Rural,Italian,0,15,17,No,No
Female,14-17,Italy,ISCED_3_4,North,Yes,Technical,Medium,Urban,Italian,1,3,14,No,No
Male,18-24,Italy,ISCED_5_6,South,Yes,Technical,Low,Urban,Italian,2,6,18,No,No
Female,18-24,Italy,ISCED_0_2,North,Yes,General,Low,Urban,Italian,0,5,22,No,No
Male,14-17,Italy,ISCED_3_4,South,Yes,General,Medium,Rural,Italian,0,14,17,No,No
Female,18-24,Italy,ISCED_0_2,North,No,Vocational,Medium,Urban,Other,0,9,19,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Vocational,Medium,Urban,Italian,0,17,18,Yes,No
Female,18-24,Morocco,ISCED_5_6,North,Yes,Vocational,Low,Urban,Italian,1,8,19,Yes,Yes
Male,18-24,Italy,ISCED_3_4,South,Yes,General,Medium,Urban,Other,0,4,20,No,No
Male,14-17,Italy,ISCED_0_2,North,Yes,General,Medium,Urban,Italian,0,13,16,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Technical,Medium,Urban,Italian,1,13,20,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,Low,Urban,Italian,0,9,22,No,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Vocational,Low,Urban,Italian,1,6,20,No,Yes
Male,18-24,Italy,ISCED_5_6,South,Yes,Technical,Low,Urban,Italian,0,6,23,No,No
Female,18-24,Italy,ISCED_5_6,South,Yes,General,Low,Urban,Italian,2,8,23,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Vocational,Low,Rural,Italian,0,5,23,No,No
Female,14-17,Albania,ISCED_3_4,North,Yes,Vocational,Low,Rural,Other,0,8,14,Yes,No
Male,18-24,Italy,ISCED_3_4,North,Yes,General,Medium,Urban,Italian,0,9,22,No,No
Male,18-24,Italy,ISCED_0_2,North,Yes,Technical,Medium,Urban,Italian,0,13,23,No,No
Female,18-24,Italy,ISCED_3_4,South,Yes,General,High,Urban,Italian,2,5,19,No,No
Male,14-17,Italy,ISCED_3_4,North,Yes,General,Low,Urban,Italian,0,8,15,No,No
Male,14-17,Italy,ISCED_3_4,North,Yes,General,Medium,Urban,Italian,1,7,15,No,No
Female,14-17,Italy,ISCED_3_4,Center,Yes,Technical,Medium,Urban,Other,0,9,16,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,Vocational,Low,Urban,Italian,0,11,19,No,No
Male,18-24,Romania,ISCED_3_4,North,Yes,Technical,High,Rural,Italian,0,3,18,Yes,No
Male,14-17,Albania,ISCED_0_2,North,Yes,General,Low,Urban,Italian,0,11,17,Yes,No
Female,18-24,Romania,ISCED_0_2,North,Yes,Technical,High,Urban,Italian,0,9,18,Yes,No
Male,18-24,Italy,ISCED_5_6,North,Yes,General,High,Urban,Italian,0,5,18,No,No
Male,18-24,Italy,ISCED_0_2,North,Yes,Vocational,Medium,Rural,Italian,2,6,22,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Technical,Medium,Urban,Italian,0,6,21,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,General,Medium,Urban,Italian,0,4,22,No,No
Female,18-24,Italy,ISCED_5_6,South,Yes,General,Medium,Urban,Italian,0,3,19,No,No
Male,14-17,Italy,ISCED_3_4,North,Yes,Vocational,Medium,Urban,Italian,0,7,15,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,General,Low,Urban,Italian,2,2,24,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Vocational,Low,Urban,Italian,0,9,24,No,No
Female,18-24,Italy,ISCED_5_6,Center,Yes,General,Medium,Urban,Italian,0,6,24,No,No
Male,18-24,Italy,ISCED_5_6,South,Yes,General,Medium,Urban,Italian,0,4,19,No,No
Male,18-24,Italy,ISCED_0_2,North,No,Technical,High,Urban,Other,0,12,21,No,No
Female,14-17,Italy,ISCED_5_6,North,Yes,Vocational,Low,Rural,Italian,0,4,16,No,No
Male,18-24,Albania,ISCED_5_6,South,Yes,Vocational,High,Urban,Italian,0,7,19,Yes,Yes
Female,14-17,Italy,ISCED_5_6,North,Yes,General,Low,Urban,Other,0,9,14,No,No
Male,14-17,Italy,ISCED_3_4,South,No,General,Medium,Urban,Italian,0,6,17,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,General,Medium,Urban,Italian,1,8,21,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Technical,Medium,Urban,Italian,0,7,19,No,No
Female,14-17,Italy,ISCED_5_6,North,Yes,Technical,Low,Urban,Italian,1,8,15,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,Vocational,Medium,Rural,Italian,0,9,22,No,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Vocational,High,Rural,Italian,1,8,22,No,No
Male,14-17,Italy,ISCED_3_4,North,Yes,General,Medium,Urban,Italian,0,8,14,No,No
Female,18-24,Italy,ISCED_5_6,North,Yes,Technical,Medium,Urban,Italian,0,8,21,Yes,No
Male,18-24,Romania,ISCED_5_6,North,Yes,Vocational,High,Urban,Italian,0,8,24,Yes,No
Male,18-24,Italy,ISCED_0_2,North,No,Vocational,Medium,Urban,Italian,0,7,20,No,No
Female,14-17,Italy,ISCED_5_6,North,Yes,General,Medium,Urban,Italian,0,12,16,No,No
Male,18-24,Italy,ISCED_3_4,North,No,General,Low,Urban,Italian,0,10,21,No,No
Male,18-24,Italy,ISCED_5_6,South,Yes,Technical,High,Rural,Italian,0,4,18,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,General,Medium,Urban,Italian,0,10,24,No,No
Male,14-17,Italy,ISCED_3_4,Center,Yes,General,Low,Rural,Italian,0,9,14,No,No
Male,18-24,Italy,ISCED_5_6,North,Yes,General,Low,Rural,Italian,1,7,22,No,No
Female,14-17,Italy,ISCED_3_4,North,Yes,Technical,High,Rural,Italian,0,8,14,No,No
Male,18-24,Italy,ISCED_5_6,South,Yes,General,Low,Urban,Other,0,12,20,No,No
Female,14-17,Italy,ISCED_3_4,North,Yes,General,High,Urban,Italian,0,4,16,No,No
Female,18-24,Other Non-EU,ISCED_3_4,South,Yes,General,Low,Urban,Italian,0,6,18,Yes,Yes
Male,18-24,Italy,ISCED_3_4,North,Yes,Vocational,Medium,Urban,Italian,0,9,20,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Vocational,Medium,Urban,Italian,1,10,19,No,No
Male,14-17,Italy,ISCED_3_4,Center,Yes,Technical,Medium,Rural,Italian,0,17,16,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,Technical,High,Urban,Italian,0,9,22,No,No
Male,18-24,Italy,ISCED_3_4,Center,No,Vocational,Medium,Rural,Other,0,7,18,No,No
Female,18-24,Italy,ISCED_0_2,Center,Yes,General,Medium,Rural,Italian,0,4,21,No,Yes
Male,18-24,China,ISCED_5_6,North,Yes,General,Low,Urban,Italian,1,13,21,Yes,Yes
Female,18-24,Italy,ISCED_5_6,North,Yes,General,Low,Urban,Italian,1,7,18,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,Low,Urban,Other,0,8,19,No,No
Male,18-24,Italy,ISCED_5_6,North,No,General,Medium,Urban,Italian,0,7,21,Yes,No
Female,18-24,Italy,ISCED_3_4,North,Yes,Vocational,Low,Rural,Italian,0,9,22,No,Yes
Female,18-24,Italy,ISCED_3_4,South,Yes,Technical,Low,Urban,Italian,0,8,21,No,No
Male,18-24,Italy,ISCED_5_6,North,Yes,Technical,Medium,Urban,Italian,0,12,21,No,No
Female,18-24,Italy,ISCED_5_6,South,Yes,Vocational,Medium,Urban,Italian,1,9,22,No,No
Male,14-17,Italy,ISCED_3_4,South,No,General,Medium,Urban,Other,0,7,16,No,No
Female,18-24,Italy,ISCED_5_6,Center,Yes,General,Low,Urban,Italian,0,8,19,No,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Technical,Low,Rural,Italian,0,9,24,No,No
Male,18-24,Italy,ISCED_5_6,North,Yes,Technical,High,Urban,Italian,1,6,22,No,No
Male,14-17,Romania,ISCED_0_2,North,Yes,General,Low,Urban,Italian,0,8,14,Yes,No
Male,18-24,Italy,ISCED_3_4,Center,Yes,Technical,High,Urban,Italian,1,4,23,No,No
Female,18-24,Other Non-EU,ISCED_3_4,North,Yes,Technical,High,Urban,Other,0,9,18,Yes,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Technical,Medium,Urban,Italian,0,6,19,No,Yes
Male,14-17,Italy,ISCED_0_2,South,No,Technical,Low,Rural,Other,1,3,16,No,No
Male,18-24,Italy,ISCED_5_6,Center,Yes,General,High,Urban,Italian,1,8,23,No,No
Female,18-24,Italy,ISCED_0_2,North,Yes,General,Medium,Urban,Italian,0,12,24,No,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Technical,Medium,Urban,Italian,0,4,22,No,No
Female,18-24,Italy,ISCED_0_2,Center,No,General,Medium,Urban,Italian,1,11,24,No,No
Male,18-24,Italy,ISCED_3_4,Center,Yes,Vocational,Low,Urban,Italian,0,13,24,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Technical,Low,Urban,Italian,0,7,24,No,No
Male,14-17,Italy,ISCED_3_4,South,Yes,General,Medium,Urban,Italian,2,10,15,No,No
Female,18-24,Italy,ISCED_0_2,Center,Yes,Vocational,Medium,Rural,Italian,0,6,20,No,No
Male,18-24,Albania,ISCED_0_2,South,Yes,Technical,Medium,Urban,Other,0,5,23,Yes,No
Female,14-17,Italy,ISCED_3_4,South,Yes,General,Medium,Urban,Italian,0,11,15,Yes,No
Male,14-17,Italy,ISCED_5_6,North,Yes,Vocational,Medium,Urban,Other,0,8,17,No,No
Female,18-24,Italy,ISCED_5_6,Center,Yes,Vocational,Medium,Urban,Italian,0,8,23,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,Technical,High,Rural,Italian,0,8,22,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,General,Low,Rural,Italian,0,8,22,No,No
Male,18-24,Italy,ISCED_0_2,South,No,Technical,Medium,Urban,Italian,0,5,18,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,Vocational,Low,Rural,Italian,0,10,21,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,Medium,Rural,Italian,0,8,19,No,No
Female,14-17,Italy,ISCED_3_4,South,Yes,General,Medium,Rural,Italian,2,9,14,No,Yes
Female,18-24,Italy,ISCED_0_2,South,Yes,Vocational,High,Urban,Italian,0,9,20,No,No
Female,18-24,Morocco,ISCED_0_2,South,Yes,General,Low,Urban,Italian,2,4,23,Yes,Yes
Female,14-17,Italy,ISCED_0_2,North,Yes,Vocational,High,Urban,Italian,0,10,14,No,No
Female,14-17,Italy,ISCED_5_6,North,Yes,Technical,Low,Rural,Italian,1,7,15,No,No
Male,18-24,Italy,ISCED_5_6,Center,Yes,Technical,Medium,Urban,Italian,0,8,22,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,General,Low,Urban,Italian,0,4,24,No,No
Male,18-24,Morocco,ISCED_0_2,Center,Yes,Vocational,High,Urban,Italian,1,12,19,Yes,No
Male,18-24,Italy,ISCED_5_6,South,Yes,General,Medium,Urban,Italian,1,4,18,No,No
Male,18-24,Italy,ISCED_5_6,North,Yes,Technical,Medium,Urban,Italian,0,5,18,Yes,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Technical,High,Rural,Italian,1,7,20,No,No
Male,18-24,Italy,ISCED_0_2,North,Yes,Technical,Low,Urban,Italian,0,12,24,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,Vocational,Low,Rural,Italian,1,11,18,No,Yes
Male,14-17,Italy,ISCED_3_4,Center,Yes,Technical,High,Urban,Italian,0,11,14,Yes,No
Female,18-24,Italy,ISCED_3_4,North,No,General,Medium,Urban,Italian,0,7,21,No,No
Male,18-24,Italy,ISCED_0_2,North,Yes,Vocational,Low,Urban,Italian,0,9,19,No,No
Male,18-24,Other Non-EU,ISCED_3_4,South,Yes,Technical,Medium,Urban,Italian,0,4,23,Yes,No
Male,18-24,Italy,ISCED_0_2,Center,Yes,General,Medium,Urban,Italian,1,9,18,No,No
Male,18-24,Italy,ISCED_5_6,North,No,General,Low,Urban,Italian,0,9,20,No,No
Female,14-17,Italy,ISCED_3_4,South,No,Vocational,Low,Urban,Italian,0,12,15,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,General,Low,Urban,Italian,0,13,22,No,No
Female,18-24,Albania,ISCED_3_4,South,No,Technical,Medium,Urban,Italian,0,10,24,Yes,Yes
Male,14-17,Italy,ISCED_3_4,Center,Yes,Technical,High,Urban,Italian,0,2,16,Yes,No
Female,14-17,Italy,ISCED_5_6,Center,Yes,General,High,Urban,Italian,0,5,14,No,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Technical,Medium,Urban,Other,2,10,18,No,No
Female,14-17,Italy,ISCED_3_4,Center,Yes,General,Low,Urban,Other,0,8,15,No,Yes
Male,18-24,Italy,ISCED_5_6,South,Yes,Technical,High,Urban,Italian,0,4,22,No,No
Male,14-17,Italy,ISCED_3_4,North,Yes,Technical,Medium,Urban,Italian,1,11,17,No,No
Male,18-24,Italy,ISCED_5_6,Center,No,Technical,Low,Urban,Italian,0,7,19,No,No
Female,14-17,Italy,ISCED_3_4,North,Yes,Technical,High,Urban,Italian,2,3,17,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Vocational,Medium,Urban,Italian,1,7,20,No,No
Male,18-24,Italy,ISCED_0_2,North,Yes,Vocational,Medium,Urban,Other,0,9,23,No,No
Female,18-24,Other Non-EU,ISCED_3_4,North,Yes,General,Medium,Urban,Italian,0,10,18,Yes,No
Male,14-17,Italy,ISCED_5_6,South,Yes,General,Low,Rural,Italian,0,8,17,No,No
Female,18-24,Italy,ISCED_5_6,North,Yes,Technical,Low,Urban,Italian,0,12,19,No,No
Male,18-24,Italy,ISCED_0_2,South,No,Vocational,Medium,Urban,Italian,1,10,20,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,Vocational,Low,Urban,Other,0,10,24,No,No
Female,14-17,Italy,ISCED_5_6,Center,Yes,Vocational,Medium,Urban,Other,0,9,17,No,No
Male,14-17,China,ISCED_5_6,North,Yes,General,Medium,Urban,Italian,0,9,17,Yes,No
Female,18-24,Italy,ISCED_0_2,South,Yes,Technical,Medium,Urban,Italian,0,8,18,No,No
Male,18-24,Italy,ISCED_3_4,South,No,Technical,Medium,Rural,Italian,0,5,19,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,Medium,Rural,Italian,1,9,18,No,No
Female,18-24,Italy,ISCED_5_6,South,Yes,General,High,Urban,Italian,0,5,18,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,Vocational,Medium,Urban,Italian,0,6,20,No,No
Female,14-17,Italy,ISCED_0_2,Center,Yes,General,Low,Urban,Italian,0,8,15,No,No
Male,18-24,Italy,ISCED_5_6,North,Yes,General,Low,Urban,Italian,1,6,22,No,No
Female,14-17,Italy,ISCED_0_2,South,Yes,General,Medium,Urban,Italian,0,14,16,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Vocational,Low,Urban,Italian,1,10,18,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Technical,Low,Urban,Other,0,9,19,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,Technical,Low,Urban,Other,2,10,18,No,No
Male,14-17,Italy,ISCED_3_4,North,Yes,Vocational,Medium,Rural,Other,0,7,17,No,No
Female,14-17,Italy,ISCED_3_4,South,Yes,General,High,Urban,Italian,0,12,17,No,No
Male,14-17,Romania,ISCED_0_2,Center,Yes,Technical,Low,Rural,Italian,0,9,15,Yes,No
